idx,src,tgt,pred,prob
beam0,Weobservedthisplantcloselyforafewweeks.,Nousavonsobservécetteusineattentivementpendantquelquessemaines.,Noussommmessonspousdessontronsdessontresontres.,tensor([-55.6721])
beam1,Weobservedthisplantcloselyforafewweeks.,Nousavonsobservécetteusineattentivementpendantquelquessemaines.,Noussommmessonspousdessontronsdessontressontres.,tensor([-57.4400])
beam2,Weobservedthisplantcloselyforafewweeks.,Nousavonsobservécetteusineattentivementpendantquelquessemaines.,Noussommmessonspousdessontronsdessontresontresoures.,tensor([-63.2218])
beam3,Weobservedthisplantcloselyforafewweeks.,Nousavonsobservécetteusineattentivementpendantquelquessemaines.,Noussommmessonspousdessontronsdessontresontresontres.,tensor([-64.4505])
beam4,Weobservedthisplantcloselyforafewweeks.,Nousavonsobservécetteusineattentivementpendantquelquessemaines.,Noussommmessonspousdessontronsdessontresontresontress.,tensor([-66.5112])
beam0,Ionlytoldyou,nooneelse.,Jenel'aiditqu'àtoi,àpersonned'autre.,Jevouspasquevousvous,jezpas.,tensor([-21.6444])
beam1,Ionlytoldyou,nooneelse.,Jenel'aiditqu'àtoi,àpersonned'autre.,Jevouspasquevous,vous,jezpas.,tensor([-22.5544])
beam2,Ionlytoldyou,nooneelse.,Jenel'aiditqu'àtoi,àpersonned'autre.,Jevouspasquevousvous,jezpas,j'ais.,tensor([-28.0697])
beam3,Ionlytoldyou,nooneelse.,Jenel'aiditqu'àtoi,àpersonned'autre.,Jevouspasquevous,vous,jezpas,j'ais.,tensor([-29.0413])
beam4,Ionlytoldyou,nooneelse.,Jenel'aiditqu'àtoi,àpersonned'autre.,Jevouspasquevous,vous,jezpas,j'ait.,tensor([-29.3539])
beam0,TyphoonshitJapaneveryyear.,LestyphonsfrappentleJapontouslesans.,Tomn'apaspasdesontrentons.,tensor([-30.8607])
beam1,TyphoonshitJapaneveryyear.,LestyphonsfrappentleJapontouslesans.,Tomn'apaspasdesontrentour.,tensor([-30.9052])
beam2,TyphoonshitJapaneveryyear.,LestyphonsfrappentleJapontouslesans.,Tomn'apaspasdesontrentoure.,tensor([-32.1732])
beam3,TyphoonshitJapaneveryyear.,LestyphonsfrappentleJapontouslesans.,Tomn'apaspasdesontrentoures.,tensor([-33.6420])
beam4,TyphoonshitJapaneveryyear.,LestyphonsfrappentleJapontouslesans.,Tomn'apaspasdesontrentontes.,tensor([-33.6969])
beam0,Iwantyoutoworkharder.,Jeveuxquevoustravailliezdavantage.,Jeveuxquevousvousvous.,tensor([-10.0260])
beam1,Iwantyoutoworkharder.,Jeveuxquevoustravailliezdavantage.,Jeveuxquevousvousvousvous.,tensor([-12.5504])
beam2,Iwantyoutoworkharder.,Jeveuxquevoustravailliezdavantage.,Jeveuxvousquevousvousvous.,tensor([-12.6341])
beam3,Iwantyoutoworkharder.,Jeveuxquevoustravailliezdavantage.,Jeveuxquevousvousvousavous.,tensor([-14.3002])
beam4,Iwantyoutoworkharder.,Jeveuxquevoustravailliezdavantage.,Jeveuxvousquevousvousvousvous.,tensor([-15.7906])
beam0,Weneedalargeamountofmoneyforthisproject.,Ceprojetnécessitedesfondsfinanciersimportants.,Nousn'avonspaspasdemontrendemontrendespourdes.,tensor([-50.8067])
beam1,Weneedalargeamountofmoneyforthisproject.,Ceprojetnécessitedesfondsfinanciersimportants.,Nousn'avonspaspasdemontrendemondentrespourdes.,tensor([-50.8475])
beam2,Weneedalargeamountofmoneyforthisproject.,Ceprojetnécessitedesfondsfinanciersimportants.,Nousn'avonspaspasdemontrendemontrendespourderes.,tensor([-54.5869])
beam3,Weneedalargeamountofmoneyforthisproject.,Ceprojetnécessitedesfondsfinanciersimportants.,Nousn'avonspaspasdemontrendemontrendespourdentres.,tensor([-57.7977])
beam4,Weneedalargeamountofmoneyforthisproject.,Ceprojetnécessitedesfondsfinanciersimportants.,Nousn'avonspaspasdemontrendemontrendespourdentrentes.,tensor([-63.4973])
beam0,Ihaveajobforyou.,J'aiuntravailpourtoi.,Jevousêtrevousvous.,tensor([-14.0165])
beam1,Ihaveajobforyou.,J'aiuntravailpourtoi.,Jevousêtrevousavous.,tensor([-14.9250])
beam2,Ihaveajobforyou.,J'aiuntravailpourtoi.,Jevousêtrevousavoir.,tensor([-15.5196])
beam3,Ihaveajobforyou.,J'aiuntravailpourtoi.,Jevousêtrevousavousder.,tensor([-20.1518])
beam4,Ihaveajobforyou.,J'aiuntravailpourtoi.,Jevousêtrevousavousdez.,tensor([-20.2930])
beam0,Heisanangrydrunk.,Ilalevinmauvais.,Iln'avaitpasourde.,tensor([-18.7441])
beam1,Heisanangrydrunk.,Ilalevinmauvais.,Iln'avaitpasentent.,tensor([-19.7220])
beam2,Heisanangrydrunk.,Ilalevinmauvais.,Iln'avaitpasourent.,tensor([-20.0314])
beam3,Heisanangrydrunk.,Ilalevinmauvais.,Iln'avaitpasentrent.,tensor([-21.0160])
beam4,Heisanangrydrunk.,Ilalevinmauvais.,Iln'avaitpasententent.,tensor([-23.7757])
beam0,Theydidwhattheyweretold.,Ellesontfaitcequ'onleuravaitdit.,Elllesontavousdétait.,tensor([-22.4165])
beam1,Theydidwhattheyweretold.,Ellesontfaitcequ'onleuravaitdit.,Elllesontavousdétaitent.,tensor([-26.5293])
beam2,Theydidwhattheyweretold.,Ellesontfaitcequ'onleuravaitdit.,Elllesontavousdétaitentour.,tensor([-30.3946])
beam3,Theydidwhattheyweretold.,Ellesontfaitcequ'onleuravaitdit.,Elllesontavousdétaitentent.,tensor([-30.6800])
beam4,Theydidwhattheyweretold.,Ellesontfaitcequ'onleuravaitdit.,Elllesontavousdétaitentourt.,tensor([-32.2352])
beam0,Idon'teverwanttoseeyouagain.,Jeneveuxplusjamaisvousrevoir.,Jeneveuxpasquejevousvous.,tensor([-12.2114])
beam1,Idon'teverwanttoseeyouagain.,Jeneveuxplusjamaisvousrevoir.,Jeneveuxpasquevousvouspas.,tensor([-13.0433])
beam2,Idon'teverwanttoseeyouagain.,Jeneveuxplusjamaisvousrevoir.,Jeneveuxpasquevousvousvous.,tensor([-13.5520])
beam3,Idon'teverwanttoseeyouagain.,Jeneveuxplusjamaisvousrevoir.,Jeneveuxpasquejevousvousvous.,tensor([-14.9053])
beam4,Idon'teverwanttoseeyouagain.,Jeneveuxplusjamaisvousrevoir.,Jeneveuxpasquevousvousvousvous.,tensor([-17.1757])
beam0,Thathatlooksgoodonyou.,Cechapeautevabien.,C'estpasquevousdevous.,tensor([-14.8090])
beam1,Thathatlooksgoodonyou.,Cechapeautevabien.,C'estpasquevousdevouspas.,tensor([-18.4058])
beam2,Thathatlooksgoodonyou.,Cechapeautevabien.,C'estpasquevousdevouspous.,tensor([-19.5027])
beam3,Thathatlooksgoodonyou.,Cechapeautevabien.,C'estpasquevousdevouspour.,tensor([-20.0670])
beam4,Thathatlooksgoodonyou.,Cechapeautevabien.,C'estpasquevousdevouspourte.,tensor([-22.7167])
beam0,Pleaselieonyourstomach.,Allongez-voussurleventre,s'ilvousplaît.,Vez-vousdezpasezpourdezpourlez.,tensor([-34.9792])
beam1,Pleaselieonyourstomach.,Allongez-voussurleventre,s'ilvousplaît.,Vez-vousdezpasezpourlezpourtez.,tensor([-35.0290])
beam2,Pleaselieonyourstomach.,Allongez-voussurleventre,s'ilvousplaît.,Vez-vousdezpasezpourdezpourlezpous.,tensor([-40.3220])
beam3,Pleaselieonyourstomach.,Allongez-voussurleventre,s'ilvousplaît.,Vez-vousdezpasezpourdezpourlezpour.,tensor([-40.5412])
beam4,Pleaselieonyourstomach.,Allongez-voussurleventre,s'ilvousplaît.,Vez-vousdezpasezpourdezpourlezpoure.,tensor([-42.4317])
beam0,WhatdoyouthinkIdid?,Quepenses-tuquej'aiefait?,Pourquoiquois-jevous-vous?,tensor([-13.6330])
beam1,WhatdoyouthinkIdid?,Quepenses-tuquej'aiefait?,Pourquoiquois-j'ait-il?,tensor([-13.2536])
beam2,WhatdoyouthinkIdid?,Quepenses-tuquej'aiefait?,Pourquoiquois-jevous-tus?,tensor([-14.8178])
beam3,WhatdoyouthinkIdid?,Quepenses-tuquej'aiefait?,Pourquoiquois-jevous-vouspas?,tensor([-16.1963])
beam4,WhatdoyouthinkIdid?,Quepenses-tuquej'aiefait?,Pourquoiquois-jevous-vousair?,tensor([-16.8407])
beam0,Tomhadagoodreasonforbeinglate.,Tomavaitunebonneraisond'êtreenretard.,Tomn'avaitpasdeTommententre.,tensor([-29.9106])
beam1,Tomhadagoodreasonforbeinglate.,Tomavaitunebonneraisond'êtreenretard.,Tomn'avaitpasdeTommententrait.,tensor([-32.6193])
beam2,Tomhadagoodreasonforbeinglate.,Tomavaitunebonneraisond'êtreenretard.,Tomn'avaitpasdeTommentententre.,tensor([-34.6530])
beam3,Tomhadagoodreasonforbeinglate.,Tomavaitunebonneraisond'êtreenretard.,Tomn'avaitpasdeTommententrainde.,tensor([-35.3377])
beam4,Tomhadagoodreasonforbeinglate.,Tomavaitunebonneraisond'êtreenretard.,Tomn'avaitpasdeTommententraindent.,tensor([-39.2673])
beam0,Doyouhaveahusband?,As-tuunépoux?,Vousêtez-vousvous?,tensor([-8.1251])
beam1,Doyouhaveahusband?,As-tuunépoux?,Vousêtez-vouspas?,tensor([-8.4649])
beam2,Doyouhaveahusband?,As-tuunépoux?,Vousêtez-vousavous?,tensor([-9.1645])
beam3,Doyouhaveahusband?,As-tuunépoux?,Vousêtez-vousdez-vous?,tensor([-10.1733])
beam4,Doyouhaveahusband?,As-tuunépoux?,Vousêtez-vousdez-vousair?,tensor([-15.0394])
beam0,Themanlefttherestaurantwithoutpayinghisbill.,L'hommequittalerestaurantsanspayersonaddition.,Lestontrestentraitentdessontresententresantrentesssesssessesestrentrentresssesesssessentrantentrent,tensor([-169.1525])
beam1,Themanlefttherestaurantwithoutpayinghisbill.,L'hommequittalerestaurantsanspayersonaddition.,Lestontrestentraitentdessontresententresantrentesssesssessesestrentrentresssesesssessentrantentress,tensor([-169.6059])
beam2,Themanlefttherestaurantwithoutpayinghisbill.,L'hommequittalerestaurantsanspayersonaddition.,Lestontrestentraitentdessontresententresantrentesssesssessesestrentrentresssesesssessentrantrantess,tensor([-169.6080])
beam3,Themanlefttherestaurantwithoutpayinghisbill.,L'hommequittalerestaurantsanspayersonaddition.,Lestontrestentraitentdessontresententresantrentesssesssessesestrentrentresssesesssessentrantentesss,tensor([-169.8007])
beam4,Themanlefttherestaurantwithoutpayinghisbill.,L'hommequittalerestaurantsanspayersonaddition.,Lestontrestentraitentdessontresententresantrentesssesssessesestrentrentresssesesssessentrantentrest,tensor([-169.8227])
beam0,Sheisanexcellentstudent.,C'estuneexcellenteétudiante.,Ellesestentpasententrent.,tensor([-29.2669])
beam1,Sheisanexcellentstudent.,C'estuneexcellenteétudiante.,Ellesestentpasententdeles.,tensor([-30.8545])
beam2,Sheisanexcellentstudent.,C'estuneexcellenteétudiante.,Ellesestentpasententrente.,tensor([-30.9391])
beam3,Sheisanexcellentstudent.,C'estuneexcellenteétudiante.,Ellesestentpasententdel'ant.,tensor([-33.2711])
beam4,Sheisanexcellentstudent.,C'estuneexcellenteétudiante.,Ellesestentpasententdel'ait.,tensor([-33.4482])
beam0,Hewasnevertoseehisnativelandagain.,Ilnereverraitplusjamaissonpaysnatal.,Iln'avaitpasentententrainde.,tensor([-35.8661])
beam1,Hewasnevertoseehisnativelandagain.,Ilnereverraitplusjamaissonpaysnatal.,Iln'avaitpasentententraindes.,tensor([-37.6567])
beam2,Hewasnevertoseehisnativelandagain.,Ilnereverraitplusjamaissonpaysnatal.,Iln'avaitpasentententraindendes.,tensor([-42.4098])
beam3,Hewasnevertoseehisnativelandagain.,Ilnereverraitplusjamaissonpaysnatal.,Iln'avaitpasentententraindentante.,tensor([-46.1549])
beam4,Hewasnevertoseehisnativelandagain.,Ilnereverraitplusjamaissonpaysnatal.,Iln'avaitpasentententraindendentes.,tensor([-47.9120])
beam0,IboughtheraniceChristmaspresent.,JeluiaiachetéunbeaucadeaudeNoël.,Jepensequ'aillechourdechais.,tensor([-28.4494])
beam1,IboughtheraniceChristmaspresent.,JeluiaiachetéunbeaucadeaudeNoël.,Jepensequ'aillechourdechaire.,tensor([-29.9094])
beam2,IboughtheraniceChristmaspresent.,JeluiaiachetéunbeaucadeaudeNoël.,Jepensequ'aillechourdechonteres.,tensor([-35.6354])
beam3,IboughtheraniceChristmaspresent.,JeluiaiachetéunbeaucadeaudeNoël.,Jepensequ'aillechourdechanteres.,tensor([-35.6529])
beam4,IboughtheraniceChristmaspresent.,JeluiaiachetéunbeaucadeaudeNoël.,Jepensequ'aillechourdechontereres.,tensor([-39.1530])
beam0,Tomcan'tswimasfastasMary.,TomnepeutpasnageraussivitequeMary.,Tomn'apasMarMaitMait.,tensor([-16.3901])
beam1,Tomcan'tswimasfastasMary.,TomnepeutpasnageraussivitequeMary.,Tomn'apasMarMaitMarMait.,tensor([-19.1123])
beam2,Tomcan'tswimasfastasMary.,TomnepeutpasnageraussivitequeMary.,Tomn'apasMarMaitMaitMar.,tensor([-19.8992])
beam3,Tomcan'tswimasfastasMary.,TomnepeutpasnageraussivitequeMary.,Tomn'apasMarMaitMaitMait.,tensor([-21.0106])
beam4,Tomcan'tswimasfastasMary.,TomnepeutpasnageraussivitequeMary.,Tomn'apasMarMaitMarMaitMar.,tensor([-23.2953])
beam0,Sheisagoodswimmer.,Elleestbonnenageuse.,Ellelesommentdel'ait.,tensor([-22.1175])
beam1,Sheisagoodswimmer.,Elleestbonnenageuse.,Ellelesommentdel'ais.,tensor([-22.1645])
beam2,Sheisagoodswimmer.,Elleestbonnenageuse.,Ellelesommentdel'amais.,tensor([-24.4466])
beam3,Sheisagoodswimmer.,Elleestbonnenageuse.,Ellelesommentdel'amait.,tensor([-24.7297])
beam4,Sheisagoodswimmer.,Elleestbonnenageuse.,Ellelesommentdel'amant.,tensor([-25.0117])
beam0,I'mnotthatcynical.,Jenesuispascyniqueàcepoint-là.,Jenepeuxpaspas.,tensor([-6.3048])
beam1,I'mnotthatcynical.,Jenesuispascyniqueàcepoint-là.,Jenenepeuxpaspas.,tensor([-7.6334])
beam2,I'mnotthatcynical.,Jenesuispascyniqueàcepoint-là.,Jenenepeuxpaspaser.,tensor([-10.8566])
beam3,I'mnotthatcynical.,Jenesuispascyniqueàcepoint-là.,Jenenepeuxpaspasir.,tensor([-10.8956])
beam4,I'mnotthatcynical.,Jenesuispascyniqueàcepoint-là.,Jenenepeuxpaspasenter.,tensor([-14.2641])
beam0,WhereinTurkeydoyoulive?,Oùvis-tuenTurquie?,Pourquois-tuvous?,tensor([-9.2699])
beam1,WhereinTurkeydoyoulive?,Oùvis-tuenTurquie?,Commment-ilquevous?,tensor([-10.9268])
beam2,WhereinTurkeydoyoulive?,Oùvis-tuenTurquie?,Pourquois-tuvousavous?,tensor([-11.7159])
beam3,WhereinTurkeydoyoulive?,Oùvis-tuenTurquie?,Pourquois-tuvousavois?,tensor([-12.6523])
beam4,WhereinTurkeydoyoulive?,Oùvis-tuenTurquie?,Pourquois-tuvousavouss?,tensor([-13.9920])
beam0,Doeshehavetorunsofast?,Doit-ilcourirsivite?,Comment-illest-vous?,tensor([-13.5806])
beam1,Doeshehavetorunsofast?,Doit-ilcourirsivite?,Comment-illest-vouss?,tensor([-15.8722])
beam2,Doeshehavetorunsofast?,Doit-ilcourirsivite?,Comment-illest-vouses?,tensor([-17.5104])
beam3,Doeshehavetorunsofast?,Doit-ilcourirsivite?,Comment-illest-vousde?,tensor([-17.6711])
beam4,Doeshehavetorunsofast?,Doit-ilcourirsivite?,Comment-illest-vousdes?,tensor([-18.4504])
beam0,Followme.I'llshowyouhowtogetoutofhere.,Suis-moi!Jetemontreraicommentsortird'ici.,Jevousaisquejevousvousvousvezvousvousvous.,tensor([-28.9908])
beam1,Followme.I'llshowyouhowtogetoutofhere.,Suis-moi!Jetemontreraicommentsortird'ici.,Jevousaisquejevousvousvousvezvousvousvousvous.,tensor([-32.4565])
beam2,Followme.I'llshowyouhowtogetoutofhere.,Suis-moi!Jetemontreraicommentsortird'ici.,Jevousaisquejevousvousvousvezvousvousvousdezvous.,tensor([-35.4722])
beam3,Followme.I'llshowyouhowtogetoutofhere.,Suis-moi!Jetemontreraicommentsortird'ici.,Jevousaisquejevousvousvousvezvousvousvousvousvous.,tensor([-36.3389])
beam4,Followme.I'llshowyouhowtogetoutofhere.,Suis-moi!Jetemontreraicommentsortird'ici.,Jevousaisquejevousvousvousvezvousvousvousdezvousvous.,tensor([-38.9943])
beam0,Atripbyboattakeslongerthanbycar.,Untrajetenbateaudurepluslongtempsqu'envoiture.,Lestrestontpourdessontresontpourdesseres.,tensor([-57.7011])
beam1,Atripbyboattakeslongerthanbycar.,Untrajetenbateaudurepluslongtempsqu'envoiture.,Lestrestontpourdessontresontpourdesserentes.,tensor([-62.1538])
beam2,Atripbyboattakeslongerthanbycar.,Untrajetenbateaudurepluslongtempsqu'envoiture.,Lestrestontpourdessontresontpourdesserentoures.,tensor([-66.5385])
beam3,Atripbyboattakeslongerthanbycar.,Untrajetenbateaudurepluslongtempsqu'envoiture.,Lestrestontpourdessontresontpourdesserentontes.,tensor([-66.6301])
beam4,Atripbyboattakeslongerthanbycar.,Untrajetenbateaudurepluslongtempsqu'envoiture.,Lestrestontpourdessontresontpourdesserentontres.,tensor([-68.1318])
beam0,Tomisalmostreadytogo.,Tomestpresqueprêtpourpartir.,Tomn'aitpasdeTomble.,tensor([-16.8067])
beam1,Tomisalmostreadytogo.,Tomestpresqueprêtpourpartir.,Tomn'aitpasdeTomment.,tensor([-17.6721])
beam2,Tomisalmostreadytogo.,Tomestpresqueprêtpourpartir.,Tomn'aitpasTommentdeTom.,tensor([-20.2832])
beam3,Tomisalmostreadytogo.,Tomestpresqueprêtpourpartir.,Tomn'aitpasTommentdeTompr.,tensor([-23.1113])
beam4,Tomisalmostreadytogo.,Tomestpresqueprêtpourpartir.,Tomn'aitpasTommentdeTompar.,tensor([-23.6611])
beam0,Let'sbeclear.,Soyonsclairs.,Nous!,tensor([-4.1234])
beam1,Let'sbeclear.,Soyonsclairs.,Noussez-vous!,tensor([-7.0588])
beam2,Let'sbeclear.,Soyonsclairs.,Nousssez-vous!,tensor([-8.6196])
beam3,Let'sbeclear.,Soyonsclairs.,Nousssons!,tensor([-7.8636])
beam4,Let'sbeclear.,Soyonsclairs.,Noussez-vouss!,tensor([-9.1445])
beam0,Ihavetodomyhair.,Ilfautquejemecoiffe.,Jevousaisd'aiment.,tensor([-16.1053])
beam1,Ihavetodomyhair.,Ilfautquejemecoiffe.,Jevousaisd'aimende.,tensor([-17.8895])
beam2,Ihavetodomyhair.,Ilfautquejemecoiffe.,Jevousaisd'aitd'ait.,tensor([-18.9420])
beam3,Ihavetodomyhair.,Ilfautquejemecoiffe.,Jevousaisd'aimentent.,tensor([-20.3117])
beam4,Ihavetodomyhair.,Ilfautquejemecoiffe.,Jevousaisd'aimentende.,tensor([-22.2915])
beam0,Ican'ttakeitanylonger.,Jen'enpeuxplus.,Jenenepeuxpaspaspas.,tensor([-11.5061])
beam1,Ican'ttakeitanylonger.,Jen'enpeuxplus.,Jenenepeuxpaspaspaser.,tensor([-14.2453])
beam2,Ican'ttakeitanylonger.,Jen'enpeuxplus.,Jenenepeuxpaspasentrer.,tensor([-15.3505])
beam3,Ican'ttakeitanylonger.,Jen'enpeuxplus.,Jenenepeuxpaspaspasentre.,tensor([-17.6944])
beam4,Ican'ttakeitanylonger.,Jen'enpeuxplus.,Jenenepeuxpaspaspasentrer.,tensor([-18.8414])
beam0,Iwasjustjoking.,Jenefaisaisqueplaisanter.,Jeveuxquevousais.,tensor([-10.3186])
beam1,Iwasjustjoking.,Jenefaisaisqueplaisanter.,Jeveuxquevousvous.,tensor([-10.7629])
beam2,Iwasjustjoking.,Jenefaisaisqueplaisanter.,Jeveuxquejevousais.,tensor([-11.3339])
beam3,Iwasjustjoking.,Jenefaisaisqueplaisanter.,Jeveuxquevousavous.,tensor([-12.0073])
beam4,Iwasjustjoking.,Jenefaisaisqueplaisanter.,Jeveuxquevousvousais.,tensor([-13.9551])
beam0,WillIgettothestationifItakethisroad?,Parviendrai-jeàlagaresijeprendscetteroute?,Pourquois-jej'ais-j'aillerais-j'ailler?,tensor([-39.2354])
beam1,WillIgettothestationifItakethisroad?,Parviendrai-jeàlagaresijeprendscetteroute?,Pourquois-jej'ais-j'aillerais-j'aillle?,tensor([-39.4277])
beam2,WillIgettothestationifItakethisroad?,Parviendrai-jeàlagaresijeprendscetteroute?,Pourquois-jej'ais-j'aillerais-j'aillerait?,tensor([-44.2137])
beam3,WillIgettothestationifItakethisroad?,Parviendrai-jeàlagaresijeprendscetteroute?,Pourquois-jej'ais-j'aillerais-j'ailleraite?,tensor([-46.0007])
beam4,WillIgettothestationifItakethisroad?,Parviendrai-jeàlagaresijeprendscetteroute?,Pourquois-jej'ais-j'aillerais-j'ailleraiter?,tensor([-47.6594])
beam0,I'vebeenwritingalot.,J'aibeaucoupécrit.,Jen'aipasdevoir.,tensor([-12.7568])
beam1,I'vebeenwritingalot.,J'aibeaucoupécrit.,Jen'aipasdevous.,tensor([-12.9032])
beam2,I'vebeenwritingalot.,J'aibeaucoupécrit.,Jen'aipasdevousair.,tensor([-16.7299])
beam3,I'vebeenwritingalot.,J'aibeaucoupécrit.,Jen'aipasdevoirent.,tensor([-17.2716])
beam4,I'vebeenwritingalot.,J'aibeaucoupécrit.,Jen'aipasdevousaire.,tensor([-18.5411])
beam0,It'snotspringyet.,Cen'estpasencoreleprintemps.,Cen'estpaspas.,tensor([-8.6873])
beam1,It'snotspringyet.,Cen'estpasencoreleprintemps.,Cen'estpaspasent.,tensor([-12.2309])
beam2,It'snotspringyet.,Cen'estpasencoreleprintemps.,Cen'estpaspasdent.,tensor([-14.1333])
beam3,It'snotspringyet.,Cen'estpasencoreleprintemps.,Cen'estpaspasentes.,tensor([-15.1258])
beam4,It'snotspringyet.,Cen'estpasencoreleprintemps.,Cen'estpaspasdente.,tensor([-15.5357])
beam0,Peopledon'tsaythatanymore.,Onneditplusça.,Nepeuxpasquevouspaslezpas.,tensor([-18.9138])
beam1,Peopledon'tsaythatanymore.,Onneditplusça.,Nepeuxpasquevouspaslezpaspas.,tensor([-22.0246])
beam2,Peopledon'tsaythatanymore.,Onneditplusça.,Nepeuxpasquevousezpaspasezpas.,tensor([-23.0931])
beam3,Peopledon'tsaythatanymore.,Onneditplusça.,Nepeuxpasquevouspaslezpasdezpas.,tensor([-24.8201])
beam4,Peopledon'tsaythatanymore.,Onneditplusça.,Nepeuxpasquevouspaslezpasdezpass.,tensor([-27.3536])
beam0,Iwanttohavesomethingtorememberyouby.,Jeveuxdisposerdequelquechosequimerappelleàvous.,Jepensequevousquevousvousvousvousdezvousvousdezvous.,tensor([-39.9845])
beam1,Iwanttohavesomethingtorememberyouby.,Jeveuxdisposerdequelquechosequimerappelleàvous.,Jepensequevousquevousvousvousvousdezvousvousdezvoirez.,tensor([-42.7599])
beam2,Iwanttohavesomethingtorememberyouby.,Jeveuxdisposerdequelquechosequimerappelleàvous.,Jepensequevousquevousvousvousvousdezvousvousdezvoirezpous.,tensor([-47.3381])
beam3,Iwanttohavesomethingtorememberyouby.,Jeveuxdisposerdequelquechosequimerappelleàvous.,Jepensequevousquevousvousvousvousdezvousvousdezvoirezpourez.,tensor([-50.8261])
beam4,Iwanttohavesomethingtorememberyouby.,Jeveuxdisposerdequelquechosequimerappelleàvous.,Jepensequevousquevousvousvousvousdezvousvousdezvoirezpourtez.,tensor([-52.5564])
beam0,Thislooksgood.,Çaal'airbon.,C'estpourdele.,tensor([-13.1010])
beam1,Thislooksgood.,Çaal'airbon.,C'estpourdeche.,tensor([-13.5734])
beam2,Thislooksgood.,Çaal'airbon.,C'estpourdechor.,tensor([-15.0568])
beam3,Thislooksgood.,Çaal'airbon.,C'estpourdechait.,tensor([-15.8012])
beam4,Thislooksgood.,Çaal'airbon.,C'estpourdechont.,tensor([-16.2178])
beam0,Sheseemstobesick.,Elleal'aird'êtremalade.,Elllesestementpas.,tensor([-18.0429])
beam1,Sheseemstobesick.,Elleal'aird'êtremalade.,Elllesestementpare.,tensor([-20.1262])
beam2,Sheseemstobesick.,Elleal'aird'êtremalade.,Elllesestementpasle.,tensor([-21.3493])
beam3,Sheseemstobesick.,Elleal'aird'êtremalade.,Elllesestementpasent.,tensor([-22.1628])
beam4,Sheseemstobesick.,Elleal'aird'êtremalade.,Elllesestementpasente.,tensor([-24.0758])
beam0,Youshouldbecarefulnottobecomeoverconfident.,Vousdevriezfaireattentiondenepasdevenirtropsûrdevous-même.,Vousêtezvousdevousfairezpourderdechaire.,tensor([-42.5834])
beam1,Youshouldbecarefulnottobecomeoverconfident.,Vousdevriezfaireattentiondenepasdevenirtropsûrdevous-même.,Vousêtezvousdevousfairezpourderdechoire.,tensor([-42.8541])
beam2,Youshouldbecarefulnottobecomeoverconfident.,Vousdevriezfaireattentiondenepasdevenirtropsûrdevous-même.,Vousêtezvousdevousfairezpourderdechourde.,tensor([-44.2041])
beam3,Youshouldbecarefulnottobecomeoverconfident.,Vousdevriezfaireattentiondenepasdevenirtropsûrdevous-même.,Vousêtezvousdevousfairezpourderdechourderdertes.,tensor([-56.3662])
beam4,Youshouldbecarefulnottobecomeoverconfident.,Vousdevriezfaireattentiondenepasdevenirtropsûrdevous-même.,Vousêtezvousdevousfairezpourderdechourderderterere.,tensor([-62.0559])
beam0,Youshouldmindyourownbusiness.,Tudevraist'occuperdetesaffaires.,Vousêtezquevousvousdezvousdezvousdezvous.,tensor([-32.4407])
beam1,Youshouldmindyourownbusiness.,Tudevraist'occuperdetesaffaires.,Vousêtezquevousvousdezvousdezvousdezvoirez.,tensor([-34.9354])
beam2,Youshouldmindyourownbusiness.,Tudevraist'occuperdetesaffaires.,Vousêtezquevousvousdezvousdezvousdezvousdezpous.,tensor([-40.4154])
beam3,Youshouldmindyourownbusiness.,Tudevraist'occuperdetesaffaires.,Vousêtezquevousvousdezvousdezvousdezvousdezpouss.,tensor([-42.6869])
beam4,Youshouldmindyourownbusiness.,Tudevraist'occuperdetesaffaires.,Vousêtezquevousvousdezvousdezvousdezvousdezpousez.,tensor([-44.2205])
beam0,Mylefthandisnumb.,Mamaingaucheestengourdie.,Mamententpourdemant.,tensor([-24.9659])
beam1,Mylefthandisnumb.,Mamaingaucheestengourdie.,Mamententpourdemonde.,tensor([-26.2397])
beam2,Mylefthandisnumb.,Mamaingaucheestengourdie.,Mamententpourdemondes.,tensor([-28.1750])
beam3,Mylefthandisnumb.,Mamaingaucheestengourdie.,Mamententpourdemontent.,tensor([-29.3490])
beam4,Mylefthandisnumb.,Mamaingaucheestengourdie.,Mamententpourdemontente.,tensor([-31.1712])
beam0,Didtheywritealetter?,Ont-ilsécritunelettre?,Comment-illest-vous?,tensor([-11.7012])
beam1,Didtheywritealetter?,Ont-ilsécritunelettre?,Comment-illes-tu?,tensor([-11.9365])
beam2,Didtheywritealetter?,Ont-ilsécritunelettre?,Comment-illest-il?,tensor([-12.9503])
beam3,Didtheywritealetter?,Ont-ilsécritunelettre?,Comment-illest-ce?,tensor([-13.0219])
beam4,Didtheywritealetter?,Ont-ilsécritunelettre?,Comment-illes-tus?,tensor([-13.1896])
beam0,Ioutwittedhim.,J'aiétéplusmalinquelui.,Jeveuxfais.,tensor([-7.0558])
beam1,Ioutwittedhim.,J'aiétéplusmalinquelui.,Jeveuxfaisfair.,tensor([-9.6327])
beam2,Ioutwittedhim.,J'aiétéplusmalinquelui.,Jeveuxfaisfaire.,tensor([-10.3576])
beam3,Ioutwittedhim.,J'aiétéplusmalinquelui.,Jeveuxfaisfait.,tensor([-10.1493])
